"StepId","RecordingId","ProcessId","TimeStamp","DurationSec","StepName","StepDescription","ApplicationProcessName","ApplicationParentWindowName","AutomationStep","NextStepId","label_EventName","label_EventId","Process_Name","Connectors"
0,"Recording_52","Process_22","2022-03-03T05:16:18",0,"Comment","# Start of autogenerated actions using the recorder","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2,"Login to the approval request tool ","Event_255","onedriveforbusiness/approvals/uiflow",NA
1,"Recording_52","Process_22","2022-03-03T05:16:18",3,"Press button in window","Microsoft Teams - 1 running window in Quick Launch Bar","","","[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",3,"Login to the approval request tool ","Event_255","onedriveforbusiness/approvals/uiflow",NA
2,"Recording_52","Process_22","2022-03-03T05:16:21",4,"Press button in window","Button 'Approvals Toolbar' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.PressButton Button: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Button \\'Approvals Toolbar\\'']\n""]",4,"Login to the approval request tool ","Event_255","onedriveforbusiness/approvals/uiflow",NA
3,"Recording_52","Process_22","2022-03-03T05:16:25",4,"Select tab in window","Tab Item 'Sent' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.SelectTab Tab: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Tab Item \\'Sent\\'']\n""]",5,"Verify the approval request","Event_256","onedriveforbusiness/approvals/uiflow",NA
4,"Recording_52","Process_22","2022-03-03T05:16:29",8,"Click UI element in window","Data Item 'Can I schedule a new automate flow?' in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Data Item \\'Can I schedule a new automate flow?\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 22 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",6,"Verify the approval request","Event_256","onedriveforbusiness/approvals/uiflow",NA
5,"Recording_52","Process_22","2022-03-03T05:16:37",7,"Click UI element in window","Group in Pane 'General  ...  Teams, Main Window'","Teams","General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomation.Click Element: appmask['Pane \\'General  ...  Teams, Main Window\\'']['Group'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -175 OffsetY: 15 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",7,"Verify the approval request","Event_256","onedriveforbusiness/approvals/uiflow",NA
6,"Recording_52","Process_22","2022-03-03T05:16:44",3,"Select menu option in window","Firefox - 2 running windows in Quick Launch Bar","","","[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",8,"Go to the cloud storage","Event_257","onedriveforbusiness/approvals/uiflow",NA
7,"Recording_52","Process_22","2022-03-03T05:16:47",5,"Click UI element in window","List Item 'Mozilla Firefox' in List 'Task Switcher'","","Task Switcher","[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -13 OffsetY: 21 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",9,"Go to the cloud storage","Event_257","onedriveforbusiness/approvals/uiflow",NA
8,"Recording_52","Process_22","2022-03-03T05:16:52",0,"Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'o365'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys.FocusAndSendKeys TextToSend: '{Return}'\n""]",10,"Go to the cloud storage","Event_257","onedriveforbusiness/approvals/uiflow",NA
9,"Recording_52","Process_22","2022-03-03T05:16:52",5,"MouseAndKeyboard.SendKeys.FocusAndSendKeys","TextToSend:'{Return}'","","","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys.FocusAndSendKeys TextToSend: '{Return}'\n""]",11,"Go to the cloud storage","Event_257","onedriveforbusiness/approvals/uiflow",NA
10,"Recording_52","Process_22","2022-03-03T05:16:57",6,"Click UI element in window","Hyperlink 'Office  ... office.com' in Window 'o365 - Google Search — Mozilla Firefox'","firefox","o365 - Google Search — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'o365 - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -62 OffsetY: -12 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",12,"Go to the cloud storage","Event_257","onedriveforbusiness/approvals/uiflow",NA
11,"Recording_52","Process_22","2022-03-03T05:17:03",8,"Click UI element in window","Hyperlink 'OneDrive' in Window 'Microsoft Office Home — Mozilla Firefox'","firefox","Microsoft Office Home — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Microsoft Office Home — Mozilla Firefox\\'']['Hyperlink \\'OneDrive\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -15 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",13,"Go to the cloud storage","Event_257","onedriveforbusiness/approvals/uiflow",NA
12,"Recording_52","Process_22","2022-03-03T05:17:11",11,"Click UI element in window","Hyperlink 'Schedule of a flow.docx' in Window 'My files - OneDrive — Mozilla Firefox'","firefox","My files - OneDrive — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'My files - OneDrive — Mozilla Firefox\\'']['Hyperlink \\'Schedule of a flow.docx\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -38 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",14,"Find the flow schedule file and verify the schedule","Event_258","onedriveforbusiness/approvals/uiflow",NA
13,"Recording_52","Process_22","2022-03-03T05:17:22",3,"Click UI element in window","UI Custom 'Document Contents' in Window 'Schedule of a flow.docx — Mozilla Firefox'","firefox","Schedule of a flow.docx — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Schedule of a flow.docx — Mozilla Firefox\\'']['UI Custom \\'Document Contents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 75 OffsetY: 96 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopCenter\n""]",15,"Find the flow schedule file and verify the schedule","Event_258","onedriveforbusiness/approvals/uiflow",NA
14,"Recording_52","Process_22","2022-03-03T05:17:25",5,"Press button in window","Button 'Open a new tab (Ctrl+T)' in Window 'Schedule of a flow.docx — Mozilla Firefox'","firefox","Schedule of a flow.docx — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Schedule of a flow.docx — Mozilla Firefox\\'']['Button \\'Open a new tab (Ctrl+T)\\'']\n""]",16," Open the cloud flow app","Event_259","onedriveforbusiness/approvals/uiflow",NA
15,"Recording_52","Process_22","2022-03-03T05:17:30",0,"Populate text field in window","Edit 'Search with Google or enter address' in Window 'Mozilla Firefox'; Text:'powerr automate'","firefox","Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'powerr automate' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys.FocusAndSendKeys TextToSend: '{Return}'\n""]",17," Open the cloud flow app","Event_259","onedriveforbusiness/approvals/uiflow",NA
16,"Recording_52","Process_22","2022-03-03T05:17:30",8,"MouseAndKeyboard.SendKeys.FocusAndSendKeys","TextToSend:'{Return}'","","","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox\\'']['Edit \\'Search with Google or enter address\\''] Text: 'powerr automate' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n"", 'WAIT 2\n', ""MouseAndKeyboard.SendKeys.FocusAndSendKeys TextToSend: '{Return}'\n""]",18," Open the cloud flow app","Event_259","onedriveforbusiness/approvals/uiflow",NA
17,"Recording_52","Process_22","2022-03-03T05:17:38",6,"Click UI element in window","Hyperlink 'Power  ... rosoft.com' in Window 'powerr automate - Google Search — Mozilla Firefox'","firefox","powerr automate - Google Search — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'powerr automate - Google Search — Mozilla Firefox\\'']['Hyperlink \\'Power  ... rosoft.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -122 OffsetY: -13 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",19," Open the cloud flow app","Event_259","onedriveforbusiness/approvals/uiflow",NA
18,"Recording_52","Process_22","2022-03-03T05:17:44",10,"Click UI element in window","Hyperlink 'Sign in' in Window 'Power  ...  — Mozilla Firefox'","firefox","Power Automate | Microsoft Power Platform — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Power  ...  — Mozilla Firefox\\'']['Hyperlink \\'Sign in\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 8 OffsetY: -16 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",20," Open the cloud flow app","Event_259","onedriveforbusiness/approvals/uiflow",NA
19,"Recording_52","Process_22","2022-03-03T05:17:54",5,"Select menu option in window","Menu Item 'Create' in Window 'Microsoft  ...  — Mozilla Firefox'","firefox","Microsoft Power Automate | Microsoft Power Platform — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  — Mozilla Firefox\\'']['Menu Item \\'Create\\'']\n""]",21,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
20,"Recording_52","Process_22","2022-03-03T05:17:59",7,"Press button in window","Button 'Scheduled  ...  how often it runs.' in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['Button \\'Scheduled  ...  how often it runs.\\'']\n""]",22,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
21,"Recording_52","Process_22","2022-03-03T05:18:06",3,"Populate text field in window","Edit 'Flow name' in Window 'Manage your  ...  — Mozilla Firefox'; Text:'Onedrive Demo'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['Edit \\'Flow name\\''] Text: 'Onedrive Demo' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",23,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
22,"Recording_52","Process_22","2022-03-03T05:18:09",6,"Click UI element in window","Combo Box 'Run this  ...  date for your flow' in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['Combo Box \\'Run this  ...  date for your flow\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -18 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",24,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
23,"Recording_52","Process_22","2022-03-03T05:18:15",5,"Click UI element in window","Data Item '4, March, 2022' in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['Data Item \\'4, March, 2022\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 7 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",25,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
24,"Recording_52","Process_22","2022-03-03T05:18:20",4,"Click UI element in window","Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['UI Custom \\'Build a scheduled cloud flow\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",26,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
25,"Recording_52","Process_22","2022-03-03T05:18:24",6,"Click UI element in window","List Item '09:00 AM' in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['List Item \\'09:00 AM\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -6 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",27,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
26,"Recording_52","Process_22","2022-03-03T05:18:30",5,"Click UI element in window","UI Custom in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -17 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",28,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
27,"Recording_52","Process_22","2022-03-03T05:18:35",3,"Click UI element in window","List Item 'Month' in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['List Item \\'Month\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -47 OffsetY: -5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",29,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
28,"Recording_52","Process_22","2022-03-03T05:18:38",6,"Populate text field in window","Edit 'Repeat every:  ...  flow should occur' in Window 'Manage your  ...  — Mozilla Firefox'; Text:'2'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['Edit \\'Repeat every:  ...  flow should occur\\''] Text: '2' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",30,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
29,"Recording_52","Process_22","2022-03-03T05:18:44",5,"Click UI element in window","Hyperlink 'Create' in Window 'Manage your  ...  — Mozilla Firefox'","firefox","Manage your flows | Microsoft Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Manage your  ...  — Mozilla Firefox\\'']['Hyperlink \\'Create\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 16 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",31,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
30,"Recording_52","Process_22","2022-03-03T05:18:49",4,"Press button in window","Button '+ New step' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'+ New step\\'']\n""]",32,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
31,"Recording_52","Process_22","2022-03-03T05:18:53",3,"Press button in window","Button 'Desktop flows' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Desktop flows\\'']\n""]",33,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
32,"Recording_52","Process_22","2022-03-03T05:18:56",5,"Press button in window","Button 'Run a flow  ...  Desktop flows' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Run a flow  ...  Desktop flows\\'']\n""]",34,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
33,"Recording_52","Process_22","2022-03-03T05:19:01",7,"Press button in window","Button 'Menu for Run  ...  for desktop' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Menu for Run  ...  for desktop\\'']\n""]",35,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
34,"Recording_52","Process_22","2022-03-03T05:19:08",2,"Select menu option in window","MenuItem: +Add new connection in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['MenuItem: +Add new connection']\n""]",36,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
35,"Recording_52","Process_22","2022-03-03T05:19:10",3,"Click UI element in window","List Item in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['List Item'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -50 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",37,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
36,"Recording_52","Process_22","2022-03-03T05:19:13",13,"Click UI element in window","List Item 'On premises Gateway NameSurname' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['List Item \\'On premises Gateway NameSurname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -59 OffsetY: 3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",38,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
37,"Recording_52","Process_22","2022-03-03T05:19:26",7,"Populate text field in window","Edit 'Domain and username' in Window 'Create your  ...  — Mozilla Firefox'; Text:'rkh-pc-26\\10'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Edit \\'Domain and username\\''] Text: 'rkh-pc-26\\\\10' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",39,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
38,"Recording_52","Process_22","2022-03-03T05:19:33",9,"Populate text field in window","Edit 'Password' in Window 'Create your  ...  — Mozilla Firefox'; Text:P'password_secret_text'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Edit \\'Password\\''] Text: P'password_secret_text' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",40,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
39,"Recording_52","Process_22","2022-03-03T05:19:42",18,"Press button in window","Button 'Create' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Create\\'']\n""]",41,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
40,"Recording_52","Process_22","2022-03-03T05:20:00",21,"Populate text field in window","Edit 'Password' in Window 'Create your  ...  — Mozilla Firefox'; Text:P'password_secret_text'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Edit \\'Password\\''] Text: P'password_secret_text' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",42,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
41,"Recording_52","Process_22","2022-03-03T05:20:21",20,"Press button in window","Button 'Create' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Create\\'']\n""]",45,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
42,"Recording_52","Process_22","2022-03-03T05:20:41",4,"Set drop-down list value in window","Combo Box 'Required Desktop flow' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.SetDropDownListValueInWindow.SetDropDownListValueByName DropDownList: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Combo Box \\'Required Desktop flow\\''] OptionsNames: 'Onedrive'\n""]",46,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
43,"Recording_52","Process_22","2022-03-03T05:20:45",2,"Press button in window","Button 'Show options' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Show options\\'']\n""]",47,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
44,"Recording_52","Process_22","2022-03-03T05:20:47",4,"Click UI element in window","Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Edit \\'Attended (runs when you\\'re signed in)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -34 OffsetY: 0 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",48,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
45,"Recording_52","Process_22","2022-03-03T05:20:51",4,"Press button in window","Button 'Save' in Window 'Create your  ...  — Mozilla Firefox'","firefox","Create your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Create your  ...  — Mozilla Firefox\\'']['Button \\'Save\\'']\n""]",49,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
46,"Recording_52","Process_22","2022-03-03T05:20:55",5,"Click UI element in window","Status Bar in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['Status Bar'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 316 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",50,"Prepare a cloud flow","Event_260","onedriveforbusiness/approvals/uiflow",NA
47,"Recording_52","Process_22","2022-03-03T05:21:00",3,"Select menu option in window","MenuItem: Test in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['MenuItem: Test']\n""]",51,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
48,"Recording_52","Process_22","2022-03-03T05:21:03",4,"Click UI element in window","Edit 'Manually' in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['Edit \\'Manually\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 1 OffsetY: -4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",52,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
49,"Recording_52","Process_22","2022-03-03T05:21:07",5,"Press button in window","Button 'Test' in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['Button \\'Test\\'']\n""]",53,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
50,"Recording_52","Process_22","2022-03-03T05:21:12",3,"Press button in window","Button 'Run flow' in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['Button \\'Run flow\\'']\n""]",54,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
51,"Recording_52","Process_22","2022-03-03T05:21:15",1,"Click UI element in window","UI Custom in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.Click Element: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['UI Custom'] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -27 OffsetY: 9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",55,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
52,"Recording_52","Process_22","2022-03-03T05:21:16",0,"Press button in window","Button 'Test' in Window 'Edit your flow | Power Automate — Mozilla Firefox'","firefox","Edit your flow | Power Automate — Mozilla Firefox","[""UIAutomation.PressButton Button: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['Button \\'Test\\'']\n"", '# End of autogenerated actions using the recorder\n']",56,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
53,"Recording_52","Process_22","2022-03-03T05:21:16",NA,"Comment","# End of autogenerated actions using the recorder","","","[""UIAutomation.PressButton Button: appmask['Window \\'Edit your flow | Power Automate — Mozilla Firefox\\'']['Button \\'Test\\'']\n"", '# End of autogenerated actions using the recorder\n']",NA,"Test and Run the flow","Event_261","onedriveforbusiness/approvals/uiflow",NA
